Category,Kmer,Sample,Program,Score,Reads
Single-Copy,KmerC,CE2,Trinity,77.7,"24,409,279"
Single-Copy,KmerC,CE3,Trinity,77.4,"24,694,386"
Single-Copy,KmerC,CE4,Trinity,76.4,"26,159,433"
Single-Copy,KmerC,CE5,Trinity,76.8,"26,417,070"
Single-Copy,KmerC,CE6,Trinity,78.4,"24,711,402"
Single-Copy,KmerC,DM1,Trinity,32.9,"15,648,174"
Single-Copy,KmerC,DM2,Trinity,31.2,"15,181,806"
Single-Copy,KmerC,DM3,Trinity,26.3,"9,857,308"
Single-Copy,KmerC,DM4,Trinity,27.9,"15,940,368"
Single-Copy,KmerC,DM5,Trinity,35.3,"18,874,930"
Single-Copy,KmerC,DM6,Trinity,23.2,"21,169,448"
Single-Copy,KmerC,DM7,Trinity,30,"16,177,860"
Single-Copy,KmerC,DM8,Trinity,29.3,"12,436,324"
Single-Copy,KmerC,DM9,Trinity,49.3,"26,395,792"
Duplicated,KmerA,MM1,Trinity,28.1,"33,540,466"
Duplicated,KmerA,MM2,Trinity,36,"43,541,512"
Duplicated,KmerA,MM3,Trinity,35.3,"43,440,008"
Duplicated,KmerA,MM4,Trinity,16.1,"33,595,655"
Duplicated,KmerA,MM5,Trinity,14,"33,174,108"
Duplicated,KmerA,MM6,Trinity,14.9,"35,030,665"
Duplicated,KmerA,MM7,Trinity,15.3,"34,877,241"
Duplicated,KmerA,CE1,Trinity,7.2,"24,017,399"
Duplicated,KmerA,CE2,Trinity,7.3,"24,409,279"
Duplicated,KmerA,CE3,Trinity,7.6,"24,694,386"
Duplicated,KmerA,CE4,Trinity,8.1,"26,159,433"
Duplicated,KmerA,CE5,Trinity,7.8,"26,417,070"
Duplicated,KmerA,CE6,Trinity,6.6,"24,711,402"
Duplicated,KmerA,DM1,Trinity,7.6,"15,648,174"
Duplicated,KmerA,DM2,Trinity,8.1,"15,181,806"
Duplicated,KmerA,DM3,Trinity,5.1,"9,857,308"
Duplicated,KmerA,DM4,Trinity,8.3,"15,940,368"
Duplicated,KmerA,DM5,Trinity,7.7,"18,874,930"
Duplicated,KmerA,DM6,Trinity,9,"21,169,448"
Duplicated,KmerA,DM7,Trinity,8.2,"16,177,860"
Duplicated,KmerA,DM8,Trinity,6.7,"12,436,324"
Duplicated,KmerA,DM9,Trinity,11.2,"26,395,792"
Duplicated,KmerB,MM1,Trinity,28.6,"33,540,466"
Duplicated,KmerB,MM2,Trinity,34.8,"43,541,512"
Duplicated,KmerB,MM3,Trinity,34.5,"43,440,008"
Duplicated,KmerB,MM4,Trinity,16.2,"33,595,655"
Duplicated,KmerB,MM5,Trinity,13.8,"33,174,108"
Duplicated,KmerB,MM6,Trinity,15.6,"35,030,665"
Duplicated,KmerB,MM7,Trinity,15.7,"34,877,241"
Duplicated,KmerB,CE1,Trinity,7.5,"24,017,399"
Duplicated,KmerB,CE2,Trinity,7.2,"24,409,279"
Duplicated,KmerB,CE3,Trinity,7.4,"24,694,386"
Duplicated,KmerB,CE4,Trinity,7.9,"26,159,433"
Duplicated,KmerB,CE5,Trinity,8,"26,417,070"
Duplicated,KmerB,CE6,Trinity,6.7,"24,711,402"
Duplicated,KmerB,DM1,Trinity,8.1,"15,648,174"
Duplicated,KmerB,DM2,Trinity,8.4,"15,181,806"
Duplicated,KmerB,DM3,Trinity,5.3,"9,857,308"
Duplicated,KmerB,DM4,Trinity,8.3,"15,940,368"
Duplicated,KmerB,DM5,Trinity,8,"18,874,930"
Duplicated,KmerB,DM6,Trinity,9.2,"21,169,448"
Duplicated,KmerB,DM7,Trinity,7.4,"16,177,860"
Duplicated,KmerB,DM8,Trinity,5.8,"12,436,324"
Duplicated,KmerB,DM9,Trinity,11.7,"26,395,792"
Duplicated,KmerC,MM1,Trinity,28.7,"33,540,466"
Duplicated,KmerC,MM2,Trinity,35,"43,541,512"
Duplicated,KmerC,MM3,Trinity,35,"43,440,008"
Duplicated,KmerC,MM4,Trinity,16.6,"33,595,655"
Duplicated,KmerC,MM5,Trinity,14,"33,174,108"
Duplicated,KmerC,MM6,Trinity,15.1,"35,030,665"
Duplicated,KmerC,MM7,Trinity,15.5,"34,877,241"
Duplicated,KmerC,CE1,Trinity,7.1,"24,017,399"
Duplicated,KmerC,CE2,Trinity,7.2,"24,409,279"
Duplicated,KmerC,CE3,Trinity,7.3,"24,694,386"
Duplicated,KmerC,CE4,Trinity,8.7,"26,159,433"
Duplicated,KmerC,CE5,Trinity,8.2,"26,417,070"
Duplicated,KmerC,CE6,Trinity,6.7,"24,711,402"
Duplicated,KmerC,DM1,Trinity,7.8,"15,648,174"
Duplicated,KmerC,DM2,Trinity,7.5,"15,181,806"
Duplicated,KmerC,DM3,Trinity,5.6,"9,857,308"
Duplicated,KmerC,DM4,Trinity,7.5,"15,940,368"
Duplicated,KmerC,DM5,Trinity,8.1,"18,874,930"
Duplicated,KmerC,DM6,Trinity,9,"21,169,448"
Duplicated,KmerC,DM7,Trinity,8,"16,177,860"
Duplicated,KmerC,DM8,Trinity,6.7,"12,436,324"
Duplicated,KmerC,DM9,Trinity,11.3,"26,395,792"
Fragmented,KmerA,MM1,Trinity,3,"33,540,466"
Fragmented,KmerA,MM2,Trinity,1.8,"43,541,512"
Fragmented,KmerA,MM3,Trinity,1.6,"43,440,008"
Fragmented,KmerA,MM4,Trinity,3.9,"33,595,655"
Fragmented,KmerA,MM5,Trinity,3.9,"33,174,108"
Fragmented,KmerA,MM6,Trinity,4.1,"35,030,665"
Fragmented,KmerA,MM7,Trinity,4.3,"34,877,241"
Fragmented,KmerA,CE1,Trinity,2.1,"24,017,399"
Fragmented,KmerA,CE2,Trinity,2.5,"24,409,279"
Fragmented,KmerA,CE3,Trinity,2.7,"24,694,386"
Fragmented,KmerA,CE4,Trinity,2.2,"26,159,433"
Fragmented,KmerA,CE5,Trinity,2.6,"26,417,070"
Fragmented,KmerA,CE6,Trinity,1.8,"24,711,402"
Fragmented,KmerA,DM1,Trinity,14.8,"15,648,174"
Fragmented,KmerA,DM2,Trinity,16,"15,181,806"
Fragmented,KmerA,DM3,Trinity,16.5,"9,857,308"
Fragmented,KmerA,DM4,Trinity,13.7,"15,940,368"
Fragmented,KmerA,DM5,Trinity,15.6,"18,874,930"
Fragmented,KmerA,DM6,Trinity,12.4,"21,169,448"
Fragmented,KmerA,DM7,Trinity,13.2,"16,177,860"
Fragmented,KmerA,DM8,Trinity,14.7,"12,436,324"
Fragmented,KmerA,DM9,Trinity,12.2,"26,395,792"
Fragmented,KmerB,MM1,Trinity,3,"33,540,466"
Fragmented,KmerB,MM2,Trinity,1.8,"43,541,512"
Fragmented,KmerB,MM3,Trinity,1.6,"43,440,008"
Fragmented,KmerB,MM4,Trinity,3.9,"33,595,655"
Fragmented,KmerB,MM5,Trinity,3.9,"33,174,108"
Fragmented,KmerB,MM6,Trinity,4.1,"35,030,665"
Fragmented,KmerB,MM7,Trinity,4.3,"34,877,241"
Fragmented,KmerB,CE1,Trinity,2.2,"24,017,399"
Fragmented,KmerB,CE2,Trinity,2.5,"24,409,279"
Fragmented,KmerB,CE3,Trinity,2.7,"24,694,386"
Fragmented,KmerB,CE4,Trinity,2.4,"26,159,433"
Fragmented,KmerB,CE5,Trinity,2.6,"26,417,070"
Fragmented,KmerB,CE6,Trinity,1.8,"24,711,402"
Fragmented,KmerB,DM1,Trinity,14.7,"15,648,174"
Fragmented,KmerB,DM2,Trinity,15.7,"15,181,806"
Fragmented,KmerB,DM3,Trinity,16.6,"9,857,308"
Fragmented,KmerB,DM4,Trinity,13.7,"15,940,368"
Fragmented,KmerB,DM5,Trinity,15.3,"18,874,930"
Fragmented,KmerB,DM6,Trinity,12.7,"21,169,448"
Fragmented,KmerB,DM7,Trinity,12.7,"16,177,860"
Fragmented,KmerB,DM8,Trinity,14,"12,436,324"
Fragmented,KmerB,DM9,Trinity,12.2,"26,395,792"
Fragmented,KmerC,MM1,Trinity,3.1,"33,540,466"
Fragmented,KmerC,MM2,Trinity,1.9,"43,541,512"
Fragmented,KmerC,MM3,Trinity,1.6,"43,440,008"
Fragmented,KmerC,MM4,Trinity,4,"33,595,655"
Fragmented,KmerC,MM5,Trinity,3.9,"33,174,108"
Fragmented,KmerC,MM6,Trinity,4.1,"35,030,665"
Fragmented,KmerC,MM7,Trinity,4.3,"34,877,241"
Fragmented,KmerC,CE1,Trinity,2.1,"24,017,399"
Fragmented,KmerC,CE2,Trinity,2.5,"24,409,279"
Fragmented,KmerC,CE3,Trinity,2.7,"24,694,386"
Fragmented,KmerC,CE4,Trinity,2.2,"26,159,433"
Fragmented,KmerC,CE5,Trinity,2.7,"26,417,070"
Fragmented,KmerC,CE6,Trinity,1.8,"24,711,402"
Fragmented,KmerC,DM1,Trinity,15.3,"15,648,174"
Fragmented,KmerC,DM2,Trinity,15.4,"15,181,806"
Fragmented,KmerC,DM3,Trinity,16.7,"9,857,308"
Fragmented,KmerC,DM4,Trinity,13.9,"15,940,368"
Fragmented,KmerC,DM5,Trinity,15.5,"18,874,930"
Fragmented,KmerC,DM6,Trinity,12.2,"21,169,448"
Fragmented,KmerC,DM7,Trinity,12.6,"16,177,860"
Fragmented,KmerC,DM8,Trinity,14.6,"12,436,324"
Fragmented,KmerC,DM9,Trinity,12.2,"26,395,792"
Missing,KmerA,MM1,Trinity,1.1,"33,540,466"
Missing,KmerA,MM2,Trinity,1.2,"43,541,512"
Missing,KmerA,MM3,Trinity,1,"43,440,008"
Missing,KmerA,MM4,Trinity,2.2,"33,595,655"
Missing,KmerA,MM5,Trinity,2.5,"33,174,108"
Missing,KmerA,MM6,Trinity,2.3,"35,030,665"
Missing,KmerA,MM7,Trinity,2.4,"34,877,241"
Missing,KmerA,CE1,Trinity,13.3,"24,017,399"
Missing,KmerA,CE2,Trinity,12.6,"24,409,279"
Missing,KmerA,CE3,Trinity,12.6,"24,694,386"
Missing,KmerA,CE4,Trinity,12.7,"26,159,433"
Missing,KmerA,CE5,Trinity,12.3,"26,417,070"
Missing,KmerA,CE6,Trinity,13.1,"24,711,402"
Missing,KmerA,DM1,Trinity,44.1,"15,648,174"
Missing,KmerA,DM2,Trinity,45.4,"15,181,806"
Missing,KmerA,DM3,Trinity,51.6,"9,857,308"
Missing,KmerA,DM4,Trinity,50.7,"15,940,368"
Missing,KmerA,DM5,Trinity,41.1,"18,874,930"
Missing,KmerA,DM6,Trinity,55.7,"21,169,448"
Missing,KmerA,DM7,Trinity,49,"16,177,860"
Missing,KmerA,DM8,Trinity,50,"12,436,324"
Missing,KmerA,DM9,Trinity,27.1,"26,395,792"
Missing,KmerB,MM1,Trinity,1.1,"33,540,466"
Missing,KmerB,MM2,Trinity,1.1,"43,541,512"
Missing,KmerB,MM3,Trinity,1,"43,440,008"
Missing,KmerB,MM4,Trinity,2.1,"33,595,655"
Missing,KmerB,MM5,Trinity,2.5,"33,174,108"
Missing,KmerB,MM6,Trinity,2.3,"35,030,665"
Missing,KmerB,MM7,Trinity,2.4,"34,877,241"
Missing,KmerB,CE1,Trinity,13.3,"24,017,399"
Missing,KmerB,CE2,Trinity,12.8,"24,409,279"
Missing,KmerB,CE3,Trinity,12.7,"24,694,386"
Missing,KmerB,CE4,Trinity,12.6,"26,159,433"
Missing,KmerB,CE5,Trinity,12.3,"26,417,070"
Missing,KmerB,CE6,Trinity,13.1,"24,711,402"
Missing,KmerB,DM1,Trinity,44.2,"15,648,174"
Missing,KmerB,DM2,Trinity,45.7,"15,181,806"
Missing,KmerB,DM3,Trinity,51.5,"9,857,308"
Missing,KmerB,DM4,Trinity,50.7,"15,940,368"
Missing,KmerB,DM5,Trinity,41.3,"18,874,930"
Missing,KmerB,DM6,Trinity,55.1,"21,169,448"
Missing,KmerB,DM7,Trinity,49.4,"16,177,860"
Missing,KmerB,DM8,Trinity,49.7,"12,436,324"
Missing,KmerB,DM9,Trinity,27,"26,395,792"
Missing,KmerC,MM1,Trinity,1.1,"33,540,466"
Missing,KmerC,MM2,Trinity,1.1,"43,541,512"
Missing,KmerC,MM3,Trinity,1,"43,440,008"
Missing,KmerC,MM4,Trinity,2.1,"33,595,655"
Missing,KmerC,MM5,Trinity,2.5,"33,174,108"
Missing,KmerC,MM6,Trinity,2.3,"35,030,665"
Missing,KmerC,MM7,Trinity,2.4,"34,877,241"
Missing,KmerC,CE1,Trinity,13.3,"24,017,399"
Missing,KmerC,CE2,Trinity,12.6,"24,409,279"
Missing,KmerC,CE3,Trinity,12.6,"24,694,386"
Missing,KmerC,CE4,Trinity,12.7,"26,159,433"
Missing,KmerC,CE5,Trinity,12.3,"26,417,070"
Missing,KmerC,CE6,Trinity,13.1,"24,711,402"
Missing,KmerC,DM1,Trinity,44,"15,648,174"
Missing,KmerC,DM2,Trinity,45.9,"15,181,806"
Missing,KmerC,DM3,Trinity,51.4,"9,857,308"
Missing,KmerC,DM4,Trinity,50.7,"15,940,368"
Missing,KmerC,DM5,Trinity,41.1,"18,874,930"
Missing,KmerC,DM6,Trinity,55.6,"21,169,448"
Missing,KmerC,DM7,Trinity,49.4,"16,177,860"
Missing,KmerC,DM8,Trinity,49.4,"12,436,324"
Missing,KmerC,DM9,Trinity,27.2,"26,395,792"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
