Category,Kmer,Sample,Program,Score,Reads
Fragmented,KmerB,DM6,Trinity,0.9,"98,529,578"
Fragmented,KmerC,MM1,Trinity,1.3,"33,700,156"
Fragmented,KmerC,MM2,Trinity,1,"41,236,457"
Fragmented,KmerC,MM3,Trinity,0.6,"35,598,598"
Fragmented,KmerC,MM4,Trinity,4.3,"41,745,958"
Fragmented,KmerC,MM5,Trinity,1.9,"45,329,544"
Fragmented,KmerC,MM6,Trinity,3.9,"44,469,310"
Fragmented,KmerC,CE1,Trinity,2.1,"40,302,838"
Fragmented,KmerC,CE2,Trinity,1.8,"50,516,835"
Fragmented,KmerC,CE3,Trinity,2.4,"41,947,175"
Fragmented,KmerC,CE4,Trinity,1.9,"44,969,393"
Fragmented,KmerC,CE5,Trinity,1.7,"45,605,396"
Fragmented,KmerC,DM1,Trinity,0.9,"87,423,452"
Fragmented,KmerC,DM2,Trinity,0.6,"85,714,154"
Fragmented,KmerC,DM3,Trinity,0.5,"88,252,694"
Fragmented,KmerC,DM4,Trinity,0.7,"82,110,608"
Fragmented,KmerC,DM5,Trinity,0.8,"102,413,880"
Fragmented,KmerC,DM6,Trinity,0.8,"98,529,578"
Missing,KmerA,MM1,Trinity,0.6,"33,700,156"
Missing,KmerA,MM2,Trinity,0.5,"41,236,457"
Missing,KmerA,MM3,Trinity,0.8,"35,598,598"
Missing,KmerA,MM4,Trinity,2.3,"41,745,958"
Missing,KmerA,MM5,Trinity,1.8,"45,329,544"
Missing,KmerA,MM6,Trinity,2.3,"44,469,310"
Missing,KmerA,CE1,Trinity,11.7,"40,302,838"
Missing,KmerA,CE2,Trinity,11.8,"50,516,835"
Missing,KmerA,CE3,Trinity,12.8,"41,947,175"
Missing,KmerA,CE4,Trinity,13.4,"44,969,393"
Missing,KmerA,CE5,Trinity,13.2,"45,605,396"
Missing,KmerA,DM1,Trinity,1.2,"87,423,452"
Missing,KmerA,DM2,Trinity,0.9,"85,714,154"
Missing,KmerA,DM3,Trinity,1.1,"88,252,694"
Missing,KmerA,DM4,Trinity,1.2,"82,110,608"
Missing,KmerA,DM5,Trinity,0.9,"102,413,880"
Missing,KmerA,DM6,Trinity,1,"98,529,578"
Missing,KmerB,MM1,Trinity,0.5,"33,700,156"
Missing,KmerB,MM2,Trinity,0.5,"41,236,457"
Missing,KmerB,MM3,Trinity,0.8,"35,598,598"
Missing,KmerB,MM4,Trinity,2.3,"41,745,958"
Missing,KmerB,MM5,Trinity,1.8,"45,329,544"
Missing,KmerB,MM6,Trinity,2.3,"44,469,310"
Missing,KmerB,CE1,Trinity,11.7,"40,302,838"
Missing,KmerB,CE2,Trinity,11.9,"50,516,835"
Missing,KmerB,CE3,Trinity,12.9,"41,947,175"
Missing,KmerB,CE4,Trinity,13.4,"44,969,393"
Missing,KmerB,CE5,Trinity,13.3,"45,605,396"
Missing,KmerB,DM1,Trinity,1.2,"87,423,452"
Missing,KmerB,DM2,Trinity,0.9,"85,714,154"
Missing,KmerB,DM3,Trinity,1.1,"88,252,694"
Missing,KmerB,DM4,Trinity,1.3,"82,110,608"
Missing,KmerB,DM5,Trinity,0.9,"102,413,880"
Missing,KmerB,DM6,Trinity,0.9,"98,529,578"
Missing,KmerC,MM1,Trinity,0.5,"33,700,156"
Missing,KmerC,MM2,Trinity,0.6,"41,236,457"
Missing,KmerC,MM3,Trinity,0.6,"35,598,598"
Missing,KmerC,MM4,Trinity,2.3,"41,745,958"
Missing,KmerC,MM5,Trinity,1.8,"45,329,544"
Missing,KmerC,MM6,Trinity,2.2,"44,469,310"
Missing,KmerC,CE1,Trinity,11.7,"40,302,838"
Missing,KmerC,CE2,Trinity,11.7,"50,516,835"
Missing,KmerC,CE3,Trinity,12.9,"41,947,175"
Missing,KmerC,CE4,Trinity,13.4,"44,969,393"
Missing,KmerC,CE5,Trinity,13.2,"45,605,396"
Missing,KmerC,DM1,Trinity,1.2,"87,423,452"
Missing,KmerC,DM2,Trinity,0.9,"85,714,154"
Missing,KmerC,DM3,Trinity,1.1,"88,252,694"
Missing,KmerC,DM4,Trinity,1.2,"82,110,608"
Missing,KmerC,DM5,Trinity,0.9,"102,413,880"
Missing,KmerC,DM6,Trinity,0.9,"98,529,578"
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
